disposition,issue_code,issue_label,brand,part_ref,source_sku,source_display_id,part_name,relationship_count,hotspot_occurrences,schematics,candidate_evidence,required_action
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,15,15,15,Screw,3,3,platinum-flat-box-handle|platinum-flat-box|platinum-corner-finisher,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,18,18,18,"Set Screw",3,3,platinum-flat-box-handle|platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,14,14,14,"Brake Mechanism Block",3,3,platinum-flat-box-handle|platinum-flat-box|platinum-corner-finisher,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,20,20,20,"Brake Dog",3,3,platinum-flat-box-handle|platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,22,22,22,"Wing Nut",3,3,platinum-flat-box-handle|platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,cf6,CF-6,"CF 6","Combo Flusher Wheel Holder - Flusher (CF6)",2,2,columbia-direct-corner-flusher|columbia-combo-flusher,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,cf8,CF-8,"CF 8","Corner Flusher Wheel Cap (CF8)",2,2,columbia-direct-corner-flusher|columbia-combo-flusher,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,cf7,CF-7,"CF 7","Corner Flusher Housing Block (CF7)",2,2,columbia-direct-corner-flusher|columbia-combo-flusher,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,hp4,HP4,HP4,"Hot Mud Pump Piston Assembly (HP4)",2,2,columbia-mud-pump|columbia-tall-boy-mud-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059015,,059015,059015,3,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209042,,209042,209042,3,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,809006,,809006,809006,3,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209048,,209048,209048,3,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209058,,209058,209058,3,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,13,13,13,"Box Handle Head",2,2,platinum-flat-box-handle|platinum-corner-finisher,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,19,19,19,Screw,2,2,platinum-flat-box-handle|platinum-flat-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,21,21,21,"Ball Grip",2,2,platinum-flat-box-handle|platinum-flat-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,27,27,27,"#10 Brass Washer",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,44,44,44,"Dial Assembly",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,42,42,42,"8-32 X 3/8, BHC Screw",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,12,12,12,"Left Side Plate",2,2,platinum-flat-box|platinum-corner-finisher,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,43,43,43,"Flat Box Seal",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,25,25,25,"FB Box Tire",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,38,38,38,"AT Wing Nut",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,26,26,26,"FB Box Wheel, Black",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,28,28,28,Axle,2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,35,35,35,"Pressure Plate",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,39,39,39,"#10-32 X 1in SHC Screw",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,40,40,40,"Lightweight Pressure Plate Spring",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,34,34,34,"FB Screw",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,29,29,29,"#14 Brass Washer",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,24,24,24,"Nyliner Bearing-Straight",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,33,33,33,"Flat Box Metal Hinge",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,31,31,31,"Right Side Plate",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",platinum,30,30,30,"FB Bolt (holds axle on)",2,2,platinum-flat-box|platinum-compound-pump,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059038,,059038,059038,2,1,tapetech-maxxbox-ehc|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059161,,059161,059161,2,1,tapetech-maxxbox-ehc|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,202022,,202022,202022,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209006,,209006,209006,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059120,,059120,059120,2,1,tapetech-maxxbox-ehc|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059020,,059020,059020,2,1,tapetech-maxxbox-ehc|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059016,,059016,059016,2,1,tapetech-maxxbox-ehc|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,202020,,202020,202020,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059029,,059029,059029,2,1,tapetech-maxxbox-ehc|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209047,,209047,209047,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,202036,,202036,202036,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,213051,,213051,213051,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,202044f,,202044F,202044F,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,339073,,339073,339073,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209030,,209030,209030,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,202028,,202028,202028,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209017,,209017,209017,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,200001,,200001,200001,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,204002,,204002,204002,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209012,,209012,209012,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,209016,,209016,209016,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,206003,,206003,206003,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210059,,210059,210059,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059102,,059102,059102,2,1,tapetech-maxxbox-ehc|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,210073,,210073,210073,2,1,tapetech-maxxbox-ehc|tapetech-easyclean-finishing-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,489023,,489023,"Unknown Part",2,1,tapetech-easyclean-finishing-box|tapetech-48tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059084,,059084,Setscrew,2,1,tapetech-48tt|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059091,,059091,"Screw 6-32 X 1/2 Slotted Fil. Hd., S.S.",2,1,tapetech-48tt|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",tape-tech,059037,,059037,"Screw 4-40 X 1/4 Bind Hd. S.S",2,1,tapetech-48tt|tapetech-07tt,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
reference_only,source_reference_only,"Diagram reference, not a product identity",columbia,seeleverdetail,SEE-LEVER-DETAIL,"SEE LEVER DETAIL","SEE LEVER DETAIL",1,1,columbia-matrix,,"Keep this row as schematic navigation/reference data. Do not create or link a WooCommerce product."
reference_only,source_reference_only,"Diagram reference, not a product identity",columbia,seepinchboxdetail,SEE-PINCHBOX-DETAIL,"SEE PINCHBOX DETAIL","SEE PINCHBOX DETAIL",1,1,columbia-matrix,,"Keep this row as schematic navigation/reference data. Do not create or link a WooCommerce product."
reference_only,source_reference_only,"Diagram reference, not a product identity",columbia,seeextensionhousingdetail,SEE-EXTENSION-HOUSING-DETAIL,"SEE EXTENSION HOUSING DETAIL","SEE EXTENSION HOUSING DETAIL",1,1,columbia-matrix,,"Keep this row as schematic navigation/reference data. Do not create or link a WooCommerce product."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,mh9,MH-9,"MH 9","CTTMH9 (MH9)",1,1,columbia-matrix,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
reference_only,source_reference_only,"Diagram reference, not a product identity",columbia,seeheaddetail,SEE-HEAD-DETAIL,"SEE HEAD DETAIL","SEE HEAD DETAIL",1,1,columbia-matrix,,"Keep this row as schematic navigation/reference data. Do not create or link a WooCommerce product."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,ffbsa,FFB-SA,"FFB SA","Flat Box Side Arm Assembly (FFB SA)",1,1,columbia-fat-boy-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,cfta,CF-TA,"CF TA","Corner Flusher Taper Adapter (CFTA)",1,1,columbia-direct-corner-flusher,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,ah6,AH-6,"AH 6","Funnel Retainer Spring (AH6)",1,1,columbia-angle-head,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,ab1,AB1,AB1,"Automatic Box Handle Body (AB1)",1,1,columbia-automatic-flat-box,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,mp9,MP-9,"MP 9","Standard Fitting (MP9)",1,1,columbia-box-filler,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,ahball,AH-Ball,"AH Ball","Angle Head Ball Adapter (AHA)",1,1,columbia-closet-monster-flat-box-handle,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,cc2,CC2,CC2,"Corner Cobra Adjustable Inside & Outside Corner Roller (CC)",1,1,columbia-corner-cobra,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,cc3,CC3,CC3,"Corner Cobra Adjustable Inside & Outside Corner Roller (CC)",1,1,columbia-corner-cobra,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,ct8,CT8,CT8,"Side Plate Support  Left (CT8)",1,1,columbia-predator-taper,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,fazor,FAZOR,FAZOR,"Predator Taper 4-40 O-Ring (FAZOR)",1,1,columbia-predator-taper,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,ctsaa,CTSAA,CTSAA,"Predator Taper Side Assembly Left (CTSAA)",1,1,columbia-predator-taper,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,pacts,PACTS,PACTS,"Predator Taper Cam Track Spring (PACTS)",1,1,columbia-predator-taper,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,ct6,CT6,CT6,"Taper Side Plate Right (CT-6)",1,1,columbia-predator-taper,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
source_instruction_not_product,catalog_product_missing_or_identifier_mismatch,"Catalog identity gap",columbia,fx242,FX242,FX242,"Predator Taper Flex Connector (FX242)",1,1,columbia-predator-taper,,"Correct the schematic source so the part row contains one manufacturer SKU/part identity. Quantities, assembly instructions, Loctite notes, and equivalence lists must not occupy the SKU field."
source_identifier_correction,source_identifier_gap,"Source identifier is missing or too weak",columbia,ctys,CTYS,CTYS,"Predator Taper Y-Cam Spring (CTYS)",1,1,columbia-predator-taper,,"Populate or correct the authoritative manufacturer SKU/part identity in the schematic source. A callout/index alone is insufficient for product mapping."
